interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2024-08-31T17:00:00-07:00,2024-09-01T00:00:00+00:00,2024-08-31T17:15:00-07:00,2024-09-01T00:15:00+00:00,TH_SP15_GEN-APND,37.82029
2024-08-31T17:15:00-07:00,2024-09-01T00:15:00+00:00,2024-08-31T17:30:00-07:00,2024-09-01T00:30:00+00:00,TH_SP15_GEN-APND,38.77518
2024-08-31T17:30:00-07:00,2024-09-01T00:30:00+00:00,2024-08-31T17:45:00-07:00,2024-09-01T00:45:00+00:00,TH_SP15_GEN-APND,49.24773
2024-08-31T17:45:00-07:00,2024-09-01T00:45:00+00:00,2024-08-31T18:00:00-07:00,2024-09-01T01:00:00+00:00,TH_SP15_GEN-APND,63.80313
2024-08-31T18:00:00-07:00,2024-09-01T01:00:00+00:00,2024-08-31T18:15:00-07:00,2024-09-01T01:15:00+00:00,TH_SP15_GEN-APND,38.77173
2024-08-31T18:15:00-07:00,2024-09-01T01:15:00+00:00,2024-08-31T18:30:00-07:00,2024-09-01T01:30:00+00:00,TH_SP15_GEN-APND,46.11175
2024-08-31T18:30:00-07:00,2024-09-01T01:30:00+00:00,2024-08-31T18:45:00-07:00,2024-09-01T01:45:00+00:00,TH_SP15_GEN-APND,67.71148
2024-08-31T18:45:00-07:00,2024-09-01T01:45:00+00:00,2024-08-31T19:00:00-07:00,2024-09-01T02:00:00+00:00,TH_SP15_GEN-APND,68.54503
2024-08-31T19:00:00-07:00,2024-09-01T02:00:00+00:00,2024-08-31T19:15:00-07:00,2024-09-01T02:15:00+00:00,TH_SP15_GEN-APND,64.19156
2024-08-31T19:15:00-07:00,2024-09-01T02:15:00+00:00,2024-08-31T19:30:00-07:00,2024-09-01T02:30:00+00:00,TH_SP15_GEN-APND,58.23501
2024-08-31T19:30:00-07:00,2024-09-01T02:30:00+00:00,2024-08-31T19:45:00-07:00,2024-09-01T02:45:00+00:00,TH_SP15_GEN-APND,62.5926
2024-08-31T19:45:00-07:00,2024-09-01T02:45:00+00:00,2024-08-31T20:00:00-07:00,2024-09-01T03:00:00+00:00,TH_SP15_GEN-APND,66.61966
2024-08-31T20:00:00-07:00,2024-09-01T03:00:00+00:00,2024-08-31T20:15:00-07:00,2024-09-01T03:15:00+00:00,TH_SP15_GEN-APND,57.9777
2024-08-31T20:15:00-07:00,2024-09-01T03:15:00+00:00,2024-08-31T20:30:00-07:00,2024-09-01T03:30:00+00:00,TH_SP15_GEN-APND,53.34155
2024-08-31T20:30:00-07:00,2024-09-01T03:30:00+00:00,2024-08-31T20:45:00-07:00,2024-09-01T03:45:00+00:00,TH_SP15_GEN-APND,52.49762
