interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp,energy,congestion,loss
2023-12-31T00:00:00-06:00,2023-12-31T06:00:00+00:00,2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,SPPNORTH_HUB,24.7709833333333,25.4052166666667,-0.267066666666667,-0.367166666666667
2023-12-31T00:00:00-06:00,2023-12-31T06:00:00+00:00,2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,SPPSOUTH_HUB,24.8722166666667,25.4051666666667,-0.759933333333333,0.226983333333333
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-01-02T00:00:00-06:00,2024-01-02T06:00:00+00:00,SPPNORTH_HUB,21.3312416666667,25.6084625,-4.21239583333333,-0.064825
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-01-02T00:00:00-06:00,2024-01-02T06:00:00+00:00,SPPSOUTH_HUB,28.6418958333333,25.6084708333333,2.74108333333333,0.292341666666667
2024-01-02T00:00:00-06:00,2024-01-02T06:00:00+00:00,2024-01-03T00:00:00-06:00,2024-01-03T06:00:00+00:00,SPPNORTH_HUB,26.2836041666667,28.348275,-1.7772375,-0.287433333333333
2024-01-02T00:00:00-06:00,2024-01-02T06:00:00+00:00,2024-01-03T00:00:00-06:00,2024-01-03T06:00:00+00:00,SPPSOUTH_HUB,27.4148333333333,28.34825,-0.9457625,0.0123458333333333
2024-01-03T00:00:00-06:00,2024-01-03T06:00:00+00:00,2024-01-04T00:00:00-06:00,2024-01-04T06:00:00+00:00,SPPNORTH_HUB,47.7987875,38.3954125,8.3253375,1.0780375
2024-01-03T00:00:00-06:00,2024-01-03T06:00:00+00:00,2024-01-04T00:00:00-06:00,2024-01-04T06:00:00+00:00,SPPSOUTH_HUB,35.4209583333333,38.395425,-2.41788333333333,-0.556583333333333
2024-01-04T00:00:00-06:00,2024-01-04T06:00:00+00:00,2024-01-05T00:00:00-06:00,2024-01-05T06:00:00+00:00,SPPNORTH_HUB,49.6056541666667,31.7933041666667,15.9256833333333,1.88666666666667
2024-01-04T00:00:00-06:00,2024-01-04T06:00:00+00:00,2024-01-05T00:00:00-06:00,2024-01-05T06:00:00+00:00,SPPSOUTH_HUB,25.119575,31.7933125,-5.46899166666667,-1.20474583333333
2024-01-05T00:00:00-06:00,2024-01-05T06:00:00+00:00,2024-01-06T00:00:00-06:00,2024-01-06T06:00:00+00:00,SPPNORTH_HUB,46.5425125,39.6097875,5.62105833333333,1.31166666666667
2024-01-05T00:00:00-06:00,2024-01-05T06:00:00+00:00,2024-01-06T00:00:00-06:00,2024-01-06T06:00:00+00:00,SPPSOUTH_HUB,31.2837458333333,39.6098041666667,-7.23070416666667,-1.09535416666667
