interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2023-05-31T19:00:00-05:00,2023-06-01T00:00:00+00:00,2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,KCPLHUB,27.7167
2023-05-31T20:00:00-05:00,2023-06-01T01:00:00+00:00,2023-05-31T21:00:00-05:00,2023-06-01T02:00:00+00:00,KCPLHUB,23.1314
2023-05-31T21:00:00-05:00,2023-06-01T02:00:00+00:00,2023-05-31T22:00:00-05:00,2023-06-01T03:00:00+00:00,KCPLHUB,18.7955
2023-05-31T22:00:00-05:00,2023-06-01T03:00:00+00:00,2023-05-31T23:00:00-05:00,2023-06-01T04:00:00+00:00,KCPLHUB,12.1905
2023-05-31T23:00:00-05:00,2023-06-01T04:00:00+00:00,2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,KCPLHUB,7.2697
2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,2023-06-01T01:00:00-05:00,2023-06-01T06:00:00+00:00,KCPLHUB,5.4948
2023-06-01T01:00:00-05:00,2023-06-01T06:00:00+00:00,2023-06-01T02:00:00-05:00,2023-06-01T07:00:00+00:00,KCPLHUB,4.1443
2023-06-01T02:00:00-05:00,2023-06-01T07:00:00+00:00,2023-06-01T03:00:00-05:00,2023-06-01T08:00:00+00:00,KCPLHUB,6.3581
2023-06-01T03:00:00-05:00,2023-06-01T08:00:00+00:00,2023-06-01T04:00:00-05:00,2023-06-01T09:00:00+00:00,KCPLHUB,12.0131
2023-06-01T04:00:00-05:00,2023-06-01T09:00:00+00:00,2023-06-01T05:00:00-05:00,2023-06-01T10:00:00+00:00,KCPLHUB,15.0846
2023-06-01T05:00:00-05:00,2023-06-01T10:00:00+00:00,2023-06-01T06:00:00-05:00,2023-06-01T11:00:00+00:00,KCPLHUB,17.3511
2023-06-01T06:00:00-05:00,2023-06-01T11:00:00+00:00,2023-06-01T07:00:00-05:00,2023-06-01T12:00:00+00:00,KCPLHUB,18.6958
2023-06-01T07:00:00-05:00,2023-06-01T12:00:00+00:00,2023-06-01T08:00:00-05:00,2023-06-01T13:00:00+00:00,KCPLHUB,21.1386
2023-06-01T08:00:00-05:00,2023-06-01T13:00:00+00:00,2023-06-01T09:00:00-05:00,2023-06-01T14:00:00+00:00,KCPLHUB,25.9251
2023-06-01T09:00:00-05:00,2023-06-01T14:00:00+00:00,2023-06-01T10:00:00-05:00,2023-06-01T15:00:00+00:00,KCPLHUB,25.9921
2023-06-01T10:00:00-05:00,2023-06-01T15:00:00+00:00,2023-06-01T11:00:00-05:00,2023-06-01T16:00:00+00:00,KCPLHUB,27.1191
2023-06-01T11:00:00-05:00,2023-06-01T16:00:00+00:00,2023-06-01T12:00:00-05:00,2023-06-01T17:00:00+00:00,KCPLHUB,28.5922
2023-06-01T12:00:00-05:00,2023-06-01T17:00:00+00:00,2023-06-01T13:00:00-05:00,2023-06-01T18:00:00+00:00,KCPLHUB,28.7264
2023-06-01T13:00:00-05:00,2023-06-01T18:00:00+00:00,2023-06-01T14:00:00-05:00,2023-06-01T19:00:00+00:00,KCPLHUB,32.9905
2023-06-01T14:00:00-05:00,2023-06-01T19:00:00+00:00,2023-06-01T15:00:00-05:00,2023-06-01T20:00:00+00:00,KCPLHUB,32.6111
2023-06-01T15:00:00-05:00,2023-06-01T20:00:00+00:00,2023-06-01T16:00:00-05:00,2023-06-01T21:00:00+00:00,KCPLHUB,32.0707
2023-06-01T16:00:00-05:00,2023-06-01T21:00:00+00:00,2023-06-01T17:00:00-05:00,2023-06-01T22:00:00+00:00,KCPLHUB,31.7676
2023-06-01T17:00:00-05:00,2023-06-01T22:00:00+00:00,2023-06-01T18:00:00-05:00,2023-06-01T23:00:00+00:00,KCPLHUB,30.3087
2023-06-01T18:00:00-05:00,2023-06-01T23:00:00+00:00,2023-06-01T19:00:00-05:00,2023-06-02T00:00:00+00:00,KCPLHUB,27.1076
2023-06-01T19:00:00-05:00,2023-06-02T00:00:00+00:00,2023-06-01T20:00:00-05:00,2023-06-02T01:00:00+00:00,KCPLHUB,23.5034
2023-06-01T20:00:00-05:00,2023-06-02T01:00:00+00:00,2023-06-01T21:00:00-05:00,2023-06-02T02:00:00+00:00,KCPLHUB,22.4069
2023-06-01T21:00:00-05:00,2023-06-02T02:00:00+00:00,2023-06-01T22:00:00-05:00,2023-06-02T03:00:00+00:00,KCPLHUB,20.6775
2023-06-01T22:00:00-05:00,2023-06-02T03:00:00+00:00,2023-06-01T23:00:00-05:00,2023-06-02T04:00:00+00:00,KCPLHUB,17.6044
2023-06-01T23:00:00-05:00,2023-06-02T04:00:00+00:00,2023-06-02T00:00:00-05:00,2023-06-02T05:00:00+00:00,KCPLHUB,15.3528
2023-06-02T00:00:00-05:00,2023-06-02T05:00:00+00:00,2023-06-02T01:00:00-05:00,2023-06-02T06:00:00+00:00,KCPLHUB,14.9275
2023-06-02T01:00:00-05:00,2023-06-02T06:00:00+00:00,2023-06-02T02:00:00-05:00,2023-06-02T07:00:00+00:00,KCPLHUB,14.3564
2023-06-02T02:00:00-05:00,2023-06-02T07:00:00+00:00,2023-06-02T03:00:00-05:00,2023-06-02T08:00:00+00:00,KCPLHUB,13.343
2023-06-02T03:00:00-05:00,2023-06-02T08:00:00+00:00,2023-06-02T04:00:00-05:00,2023-06-02T09:00:00+00:00,KCPLHUB,14.4993
2023-06-02T04:00:00-05:00,2023-06-02T09:00:00+00:00,2023-06-02T05:00:00-05:00,2023-06-02T10:00:00+00:00,KCPLHUB,14.626
2023-06-02T05:00:00-05:00,2023-06-02T10:00:00+00:00,2023-06-02T06:00:00-05:00,2023-06-02T11:00:00+00:00,KCPLHUB,17.1984
2023-06-02T06:00:00-05:00,2023-06-02T11:00:00+00:00,2023-06-02T07:00:00-05:00,2023-06-02T12:00:00+00:00,KCPLHUB,18.285
2023-06-02T07:00:00-05:00,2023-06-02T12:00:00+00:00,2023-06-02T08:00:00-05:00,2023-06-02T13:00:00+00:00,KCPLHUB,21.4218
2023-06-02T08:00:00-05:00,2023-06-02T13:00:00+00:00,2023-06-02T09:00:00-05:00,2023-06-02T14:00:00+00:00,KCPLHUB,25.6542
2023-06-02T09:00:00-05:00,2023-06-02T14:00:00+00:00,2023-06-02T10:00:00-05:00,2023-06-02T15:00:00+00:00,KCPLHUB,24.4914
2023-06-02T10:00:00-05:00,2023-06-02T15:00:00+00:00,2023-06-02T11:00:00-05:00,2023-06-02T16:00:00+00:00,KCPLHUB,25.7501
2023-06-02T11:00:00-05:00,2023-06-02T16:00:00+00:00,2023-06-02T12:00:00-05:00,2023-06-02T17:00:00+00:00,KCPLHUB,25.7609
2023-06-02T12:00:00-05:00,2023-06-02T17:00:00+00:00,2023-06-02T13:00:00-05:00,2023-06-02T18:00:00+00:00,KCPLHUB,29.3021
2023-06-02T13:00:00-05:00,2023-06-02T18:00:00+00:00,2023-06-02T14:00:00-05:00,2023-06-02T19:00:00+00:00,KCPLHUB,34.2986
2023-06-02T14:00:00-05:00,2023-06-02T19:00:00+00:00,2023-06-02T15:00:00-05:00,2023-06-02T20:00:00+00:00,KCPLHUB,36.5864
