interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp,energy,congestion,loss
2023-12-25T00:00:00-06:00,2023-12-25T06:00:00+00:00,2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,SPPNORTH_HUB,24.7709833333333,25.4052166666667,-0.267066666666667,-0.367166666666667
2023-12-25T00:00:00-06:00,2023-12-25T06:00:00+00:00,2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,SPPSOUTH_HUB,24.8722166666667,25.4051666666667,-0.759933333333333,0.226983333333333
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-01-08T00:00:00-06:00,2024-01-08T06:00:00+00:00,SPPNORTH_HUB,36.8853583333334,31.9072321428571,4.33299464285714,0.645131547619047
2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,2024-01-08T00:00:00-06:00,2024-01-08T06:00:00+00:00,SPPSOUTH_HUB,27.4924571428571,31.9072404761905,-3.78166130952381,-0.633122023809524
2024-01-08T00:00:00-06:00,2024-01-08T06:00:00+00:00,2024-01-15T00:00:00-06:00,2024-01-15T06:00:00+00:00,SPPNORTH_HUB,34.2032363095238,60.2916434523809,-25.6114363095238,-0.476970833333333
2024-01-08T00:00:00-06:00,2024-01-08T06:00:00+00:00,2024-01-15T00:00:00-06:00,2024-01-15T06:00:00+00:00,SPPSOUTH_HUB,62.5356571428571,60.2916422619047,3.41523035714285,-1.17121547619048
2024-01-15T00:00:00-06:00,2024-01-15T06:00:00+00:00,2024-01-22T00:00:00-06:00,2024-01-22T06:00:00+00:00,SPPNORTH_HUB,85.9006845238095,116.021496428571,-29.1388827380952,-0.981929166666666
2024-01-15T00:00:00-06:00,2024-01-15T06:00:00+00:00,2024-01-22T00:00:00-06:00,2024-01-22T06:00:00+00:00,SPPSOUTH_HUB,122.1613,116.021491666667,6.53955714285715,-0.399748809523809
2024-01-22T00:00:00-06:00,2024-01-22T06:00:00+00:00,2024-01-29T00:00:00-06:00,2024-01-29T06:00:00+00:00,SPPNORTH_HUB,36.5583952380952,33.9031535714286,1.38072380952381,1.27451785714286
2024-01-22T00:00:00-06:00,2024-01-22T06:00:00+00:00,2024-01-29T00:00:00-06:00,2024-01-29T06:00:00+00:00,SPPSOUTH_HUB,30.4145803571429,33.9031547619048,-2.92213214285714,-0.566442261904762
2024-01-29T00:00:00-06:00,2024-01-29T06:00:00+00:00,2024-02-05T00:00:00-06:00,2024-02-05T06:00:00+00:00,SPPNORTH_HUB,18.8576560606061,26.3818196969697,-6.34979696969697,-1.17436666666667
2024-01-29T00:00:00-06:00,2024-01-29T06:00:00+00:00,2024-02-05T00:00:00-06:00,2024-02-05T06:00:00+00:00,SPPSOUTH_HUB,25.1726318181818,26.3818287878788,-1.89343939393939,0.684242424242424
