interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,lmp
2022-12-01T00:00:00-06:00,2022-12-01T06:00:00+00:00,2023-01-01T00:00:00-06:00,2023-01-01T06:00:00+00:00,KCPLHUB,15.6721
2023-01-01T00:00:00-06:00,2023-01-01T06:00:00+00:00,2023-02-01T00:00:00-06:00,2023-02-01T06:00:00+00:00,KCPLHUB,18.8704725806451
2023-02-01T00:00:00-06:00,2023-02-01T06:00:00+00:00,2023-03-01T00:00:00-06:00,2023-03-01T06:00:00+00:00,KCPLHUB,14.300937202381
2023-03-01T00:00:00-06:00,2023-03-01T06:00:00+00:00,2023-04-01T00:00:00-05:00,2023-04-01T05:00:00+00:00,KCPLHUB,13.538235935397
2023-04-01T00:00:00-05:00,2023-04-01T05:00:00+00:00,2023-05-01T00:00:00-05:00,2023-05-01T05:00:00+00:00,KCPLHUB,11.5577619444445
2023-05-01T00:00:00-05:00,2023-05-01T05:00:00+00:00,2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,KCPLHUB,23.0224666666667
2023-06-01T00:00:00-05:00,2023-06-01T05:00:00+00:00,2023-07-01T00:00:00-05:00,2023-07-01T05:00:00+00:00,KCPLHUB,26.7639216666667
2023-07-01T00:00:00-05:00,2023-07-01T05:00:00+00:00,2023-08-01T00:00:00-05:00,2023-08-01T05:00:00+00:00,KCPLHUB,28.670623655914
2023-08-01T00:00:00-05:00,2023-08-01T05:00:00+00:00,2023-09-01T00:00:00-05:00,2023-09-01T05:00:00+00:00,KCPLHUB,33.610509811828
2023-09-01T00:00:00-05:00,2023-09-01T05:00:00+00:00,2023-10-01T00:00:00-05:00,2023-10-01T05:00:00+00:00,KCPLHUB,21.3713922222222
2023-10-01T00:00:00-05:00,2023-10-01T05:00:00+00:00,2023-11-01T00:00:00-05:00,2023-11-01T05:00:00+00:00,KCPLHUB,17.8906840053764
2023-11-01T00:00:00-05:00,2023-11-01T05:00:00+00:00,2023-12-01T00:00:00-06:00,2023-12-01T06:00:00+00:00,KCPLHUB,18.1362386962552
2023-12-01T00:00:00-06:00,2023-12-01T06:00:00+00:00,2024-01-01T00:00:00-06:00,2024-01-01T06:00:00+00:00,KCPLHUB,17.1006462059621
