timestamp,utc_timestamp,load_mw
2022-01-02 12:25:00,2022-01-02 17:25:00,4958.324
2022-01-02 12:30:00,2022-01-02 17:30:00,4957.1353
2022-01-02 12:35:00,2022-01-02 17:35:00,4932.7236
2022-01-02 12:40:00,2022-01-02 17:40:00,4921.909
2022-01-02 12:45:00,2022-01-02 17:45:00,4948.9844
2022-01-02 12:50:00,2022-01-02 17:50:00,4955.7705
2022-01-02 12:55:00,2022-01-02 17:55:00,4953.216
2022-01-02 13:00:00,2022-01-02 18:00:00,4972.028
2022-01-02 13:05:00,2022-01-02 18:05:00,4981.37
2022-01-02 13:10:00,2022-01-02 18:10:00,4966.3013
2022-01-02 13:15:00,2022-01-02 18:15:00,4944.079
2022-01-02 13:20:00,2022-01-02 18:20:00,4965.6387
2022-01-02 13:25:00,2022-01-02 18:25:00,4950.828
2022-01-02 13:30:00,2022-01-02 18:30:00,4960.785
2022-01-02 13:35:00,2022-01-02 18:35:00,4928.284
2022-01-02 13:40:00,2022-01-02 18:40:00,4907.4453
2022-01-02 13:45:00,2022-01-02 18:45:00,4922.2363
2022-01-02 13:50:00,2022-01-02 18:50:00,4904.746
2022-01-02 13:55:00,2022-01-02 18:55:00,4976.073
2022-01-02 14:00:00,2022-01-02 19:00:00,4965.5767
2022-01-02 14:05:00,2022-01-02 19:05:00,4972.715
2022-01-02 14:10:00,2022-01-02 19:10:00,4984.7876
2022-01-02 14:15:00,2022-01-02 19:15:00,4972.543
2022-01-02 14:20:00,2022-01-02 19:20:00,4954.532
2022-01-02 14:25:00,2022-01-02 19:25:00,4957.749
2022-01-02 14:30:00,2022-01-02 19:30:00,4970.343
2022-01-02 14:35:00,2022-01-02 19:35:00,4984.542
2022-01-02 14:40:00,2022-01-02 19:40:00,4993.454
2022-01-02 14:45:00,2022-01-02 19:45:00,4976.654
2022-01-02 14:50:00,2022-01-02 19:50:00,4966.4683
2022-01-02 14:55:00,2022-01-02 19:55:00,5004.804
2022-01-02 15:00:00,2022-01-02 20:00:00,4990.1963
2022-01-02 15:05:00,2022-01-02 20:05:00,5025.453
2022-01-02 15:10:00,2022-01-02 20:10:00,5009.075
2022-01-02 15:15:00,2022-01-02 20:15:00,5024.092
2022-01-02 15:20:00,2022-01-02 20:20:00,5012.6797
2022-01-02 15:25:00,2022-01-02 20:25:00,5049.6396
2022-01-02 15:30:00,2022-01-02 20:30:00,5008.0264
2022-01-02 15:35:00,2022-01-02 20:35:00,5018.69
2022-01-02 15:40:00,2022-01-02 20:40:00,5018.218
2022-01-02 15:45:00,2022-01-02 20:45:00,5003.158
2022-01-02 15:50:00,2022-01-02 20:50:00,5029.2437
2022-01-02 15:55:00,2022-01-02 20:55:00,5067.8213
2022-01-02 16:00:00,2022-01-02 21:00:00,5018.6787
2022-01-02 16:05:00,2022-01-02 21:05:00,5053.444
2022-01-02 16:10:00,2022-01-02 21:10:00,5029.021
2022-01-02 16:15:00,2022-01-02 21:15:00,5064.7656
2022-01-02 16:20:00,2022-01-02 21:20:00,5092.737
2022-01-02 16:25:00,2022-01-02 21:25:00,5102.129
2022-01-02 16:30:00,2022-01-02 21:30:00,5097.3403
2022-01-02 16:35:00,2022-01-02 21:35:00,5152.044
2022-01-02 16:40:00,2022-01-02 21:40:00,5174.333
2022-01-02 16:45:00,2022-01-02 21:45:00,5199.2676
2022-01-02 16:50:00,2022-01-02 21:50:00,5232.505
2022-01-02 16:55:00,2022-01-02 21:55:00,5241.834
2022-01-02 17:00:00,2022-01-02 22:00:00,5277.817849999999
2022-01-02 17:05:00,2022-01-02 22:05:00,5277.35265
2022-01-02 17:10:00,2022-01-02 22:10:00,5312.676
2022-01-02 17:15:00,2022-01-02 22:15:00,5282.174
2022-01-02 17:20:00,2022-01-02 22:20:00,5311.634
2022-01-02 17:25:00,2022-01-02 22:25:00,5343.386
2022-01-02 17:30:00,2022-01-02 22:30:00,5360.376
2022-01-02 17:35:00,2022-01-02 22:35:00,5333.4336
2022-01-02 17:40:00,2022-01-02 22:40:00,5351.6787
2022-01-02 17:45:00,2022-01-02 22:45:00,5346.855
2022-01-02 17:50:00,2022-01-02 22:50:00,5376.764
2022-01-02 17:55:00,2022-01-02 22:55:00,5379.9995
2022-01-02 18:00:00,2022-01-02 23:00:00,5394.2827
2022-01-02 18:05:00,2022-01-02 23:05:00,5364.347
2022-01-02 18:10:00,2022-01-02 23:10:00,5360.045
2022-01-02 18:15:00,2022-01-02 23:15:00,5353.2534
2022-01-02 18:20:00,2022-01-02 23:20:00,5349.4277
2022-01-02 18:25:00,2022-01-02 23:25:00,5365.3594
2022-01-02 18:30:00,2022-01-02 23:30:00,5378.12
2022-01-02 18:35:00,2022-01-02 23:35:00,5372.7495
2022-01-02 18:40:00,2022-01-02 23:40:00,5356.032
2022-01-02 18:45:00,2022-01-02 23:45:00,5364.096
2022-01-02 18:50:00,2022-01-02 23:50:00,5384.6226
2022-01-02 18:55:00,2022-01-02 23:55:00,5358.9033
2022-01-02 19:00:00,2022-01-03 00:00:00,5370.282
2022-01-02 19:05:00,2022-01-03 00:05:00,5379.283
2022-01-02 19:10:00,2022-01-03 00:10:00,5320.7344
2022-01-02 19:15:00,2022-01-03 00:15:00,5345.4995
2022-01-02 19:20:00,2022-01-03 00:20:00,5336.6445
2022-01-02 19:25:00,2022-01-03 00:25:00,5325.175
2022-01-02 19:30:00,2022-01-03 00:30:00,5344.179
2022-01-02 19:35:00,2022-01-03 00:35:00,5330.2705
2022-01-02 19:40:00,2022-01-03 00:40:00,5324.6104
2022-01-02 19:45:00,2022-01-03 00:45:00,5328.087
2022-01-02 19:50:00,2022-01-03 00:50:00,5320.1885
2022-01-02 19:55:00,2022-01-03 00:55:00,5326.742
2022-01-02 20:00:00,2022-01-03 01:00:00,5343.0103
2022-01-02 20:05:00,2022-01-03 01:05:00,5283.121
2022-01-02 20:10:00,2022-01-03 01:10:00,5278.1333
2022-01-02 20:15:00,2022-01-03 01:15:00,5262.774
2022-01-02 20:20:00,2022-01-03 01:20:00,5275.922
2022-01-02 20:25:00,2022-01-03 01:25:00,5266.775
2022-01-02 20:30:00,2022-01-03 01:30:00,5289.217
2022-01-02 20:35:00,2022-01-03 01:35:00,5242.87
2022-01-02 20:40:00,2022-01-03 01:40:00,5237.2837
2022-01-02 20:45:00,2022-01-03 01:45:00,5231.0166
2022-01-02 20:50:00,2022-01-03 01:50:00,5223.47
2022-01-02 20:55:00,2022-01-03 01:55:00,5218.861
2022-01-02 21:00:00,2022-01-03 02:00:00,5204.8843
2022-01-02 21:05:00,2022-01-03 02:05:00,5195.8105
2022-01-02 21:10:00,2022-01-03 02:10:00,5208.103
2022-01-02 21:15:00,2022-01-03 02:15:00,5194.1865
2022-01-02 21:20:00,2022-01-03 02:20:00,5207.18
2022-01-02 21:25:00,2022-01-03 02:25:00,5158.3467
2022-01-02 21:30:00,2022-01-03 02:30:00,5143.5996
2022-01-02 21:35:00,2022-01-03 02:35:00,5183.547
2022-01-02 21:40:00,2022-01-03 02:40:00,5137.4277
2022-01-02 21:45:00,2022-01-03 02:45:00,5126.964
2022-01-02 21:50:00,2022-01-03 02:50:00,5120.542
2022-01-02 21:55:00,2022-01-03 02:55:00,5086.2373
2022-01-02 22:00:00,2022-01-03 03:00:00,5094.7715
2022-01-02 22:05:00,2022-01-03 03:05:00,5057.4644
2022-01-02 22:10:00,2022-01-03 03:10:00,5025.9014
2022-01-02 22:15:00,2022-01-03 03:15:00,5007.5234
2022-01-02 22:20:00,2022-01-03 03:20:00,4999.3574
2022-01-02 22:25:00,2022-01-03 03:25:00,4974.385
2022-01-02 22:30:00,2022-01-03 03:30:00,4950.0605
2022-01-02 22:35:00,2022-01-03 03:35:00,4923.0337
2022-01-02 22:40:00,2022-01-03 03:40:00,4906.7744
2022-01-02 22:45:00,2022-01-03 03:45:00,4886.46
2022-01-02 22:50:00,2022-01-03 03:50:00,4861.5347
2022-01-02 22:55:00,2022-01-03 03:55:00,4846.7256
2022-01-02 23:00:00,2022-01-03 04:00:00,4819.1313
2022-01-02 23:05:00,2022-01-03 04:05:00,4800.136
2022-01-02 23:10:00,2022-01-03 04:10:00,4792.5674
2022-01-02 23:15:00,2022-01-03 04:15:00,4779.641
2022-01-02 23:20:00,2022-01-03 04:20:00,4746.926
2022-01-02 23:25:00,2022-01-03 04:25:00,4715.7773
2022-01-02 23:30:00,2022-01-03 04:30:00,4702.7383
2022-01-02 23:35:00,2022-01-03 04:35:00,4685.3643
2022-01-02 23:40:00,2022-01-03 04:40:00,4669.556
2022-01-02 23:45:00,2022-01-03 04:45:00,4646.852
2022-01-02 23:50:00,2022-01-03 04:50:00,4638.798
2022-01-02 23:55:00,2022-01-03 04:55:00,4615.4014
