utc_ts,load_mw
2024-01-01 09:00:00+00:00,10409.818631
2024-01-01 09:00:00+00:00,1797.37299
2024-01-01 09:00:00+00:00,6350.636185
2024-01-01 09:00:00+00:00,1465.270595
2024-01-01 09:00:00+00:00,14972.913003
2024-01-01 09:00:00+00:00,2836.558385
2024-01-01 09:00:00+00:00,6841.516607
2024-01-01 09:00:00+00:00,1362.130659
2024-01-01 10:00:00+00:00,10615.383403
2024-01-01 10:00:00+00:00,1772.395379
2024-01-01 10:00:00+00:00,6360.002929
2024-01-01 10:00:00+00:00,1462.397622
2024-01-01 10:00:00+00:00,14926.376326
2024-01-01 10:00:00+00:00,2983.166528
2024-01-01 10:00:00+00:00,7023.594233
2024-01-01 10:00:00+00:00,1352.328957
2024-01-01 11:00:00+00:00,10851.983861
2024-01-01 11:00:00+00:00,1770.507764
2024-01-01 11:00:00+00:00,6341.299877
2024-01-01 11:00:00+00:00,1442.752766
2024-01-01 11:00:00+00:00,14751.146896
2024-01-01 11:00:00+00:00,3059.992184
2024-01-01 11:00:00+00:00,7093.279291
2024-01-01 11:00:00+00:00,1347.963177
2024-01-01 12:00:00+00:00,11037.476991
2024-01-01 12:00:00+00:00,1694.773048
2024-01-01 12:00:00+00:00,6350.658705
2024-01-01 12:00:00+00:00,1399.544663
2024-01-01 12:00:00+00:00,14260.124857
2024-01-01 12:00:00+00:00,3171.873737
2024-01-01 12:00:00+00:00,7055.102409
2024-01-01 12:00:00+00:00,1309.685868
2024-01-01 13:00:00+00:00,11153.521771
2024-01-01 13:00:00+00:00,1636.842634
2024-01-01 13:00:00+00:00,6327.247062
2024-01-01 13:00:00+00:00,1347.187851
2024-01-01 13:00:00+00:00,13742.679093
2024-01-01 13:00:00+00:00,3238.477117
2024-01-01 13:00:00+00:00,6961.173629
2024-01-01 13:00:00+00:00,1264.178259
2024-01-01 14:00:00+00:00,11138.282527
2024-01-01 14:00:00+00:00,1529.205472
2024-01-01 14:00:00+00:00,6267.25751
2024-01-01 14:00:00+00:00,1279.19073
2024-01-01 14:00:00+00:00,13104.778524
2024-01-01 14:00:00+00:00,3316.859737
2024-01-01 14:00:00+00:00,6750.05247
2024-01-01 14:00:00+00:00,1204.126421
2024-01-01 15:00:00+00:00,11132.887854
2024-01-01 15:00:00+00:00,1479.200363
2024-01-01 15:00:00+00:00,6261.953378
2024-01-01 15:00:00+00:00,1232.176886
2024-01-01 15:00:00+00:00,12646.420954
2024-01-01 15:00:00+00:00,3354.642895
2024-01-01 15:00:00+00:00,6659.786025
2024-01-01 15:00:00+00:00,1151.92523
2024-01-01 16:00:00+00:00,11219.910376
2024-01-01 16:00:00+00:00,1481.101067
2024-01-01 16:00:00+00:00,6268.556839
2024-01-01 16:00:00+00:00,1214.708959
2024-01-01 16:00:00+00:00,12541.383575
2024-01-01 16:00:00+00:00,3277.591964
2024-01-01 16:00:00+00:00,6643.241451
2024-01-01 16:00:00+00:00,1135.614376
2024-01-01 17:00:00+00:00,11357.365773
2024-01-01 17:00:00+00:00,1532.371067
2024-01-01 17:00:00+00:00,6232.43931
2024-01-01 17:00:00+00:00,1228.879934
2024-01-01 17:00:00+00:00,12803.292848
2024-01-01 17:00:00+00:00,3258.768636
2024-01-01 17:00:00+00:00,6809.851673
2024-01-01 17:00:00+00:00,1140.502665
2024-01-01 18:00:00+00:00,11843.417815
2024-01-01 18:00:00+00:00,1676.051969
2024-01-01 18:00:00+00:00,6243.655752
2024-01-01 18:00:00+00:00,1283.67681
2024-01-01 18:00:00+00:00,13919.725282
2024-01-01 18:00:00+00:00,3363.082291
2024-01-01 18:00:00+00:00,7279.156948
2024-01-01 18:00:00+00:00,1178.527363
2024-01-01 19:00:00+00:00,12095.186422
2024-01-01 19:00:00+00:00,1792.690875
2024-01-01 19:00:00+00:00,6299.335517
2024-01-01 19:00:00+00:00,1357.881681
2024-01-01 19:00:00+00:00,14838.95518
2024-01-01 19:00:00+00:00,3481.696056
2024-01-01 19:00:00+00:00,7757.676466
2024-01-01 19:00:00+00:00,1264.514225
2024-01-01 20:00:00+00:00,12046.068724
2024-01-01 20:00:00+00:00,1820.546341
2024-01-01 20:00:00+00:00,6261.650958
2024-01-01 20:00:00+00:00,1389.97357
2024-01-01 20:00:00+00:00,15087.363175
2024-01-01 20:00:00+00:00,3420.726774
2024-01-01 20:00:00+00:00,7810.923912
2024-01-01 20:00:00+00:00,1284.937353
2024-01-01 21:00:00+00:00,11982.718235
2024-01-01 21:00:00+00:00,1840.71981
2024-01-01 21:00:00+00:00,6235.035025
2024-01-01 21:00:00+00:00,1414.707099
2024-01-01 21:00:00+00:00,15237.66275
2024-01-01 21:00:00+00:00,3389.35382
2024-01-01 21:00:00+00:00,7842.899297
2024-01-01 21:00:00+00:00,1312.216621
2024-01-01 22:00:00+00:00,11839.3521
2024-01-01 22:00:00+00:00,1858.98248
2024-01-01 22:00:00+00:00,6259.75693
2024-01-01 22:00:00+00:00,1404.552401
2024-01-01 22:00:00+00:00,15153.726883
2024-01-01 22:00:00+00:00,3316.580065
2024-01-01 22:00:00+00:00,7758.789123
2024-01-01 22:00:00+00:00,1335.537956
2024-01-01 23:00:00+00:00,11528.263382
2024-01-01 23:00:00+00:00,1824.539043
2024-01-01 23:00:00+00:00,6240.393608
2024-01-01 23:00:00+00:00,1388.596551
2024-01-01 23:00:00+00:00,14802.316224
2024-01-01 23:00:00+00:00,3204.412092
2024-01-01 23:00:00+00:00,7560.563605
2024-01-01 23:00:00+00:00,1321.134368
2024-01-02 00:00:00+00:00,11167.110076
2024-01-02 00:00:00+00:00,1795.950003
2024-01-02 00:00:00+00:00,6185.097165
2024-01-02 00:00:00+00:00,1330.991364
2024-01-02 00:00:00+00:00,14421.846408
2024-01-02 00:00:00+00:00,3108.148082
2024-01-02 00:00:00+00:00,7285.437758
2024-01-02 00:00:00+00:00,1300.069094
2024-01-02 01:00:00+00:00,10942.112971
2024-01-02 01:00:00+00:00,1785.567025
2024-01-02 01:00:00+00:00,6196.626076
2024-01-02 01:00:00+00:00,1323.677085
2024-01-02 01:00:00+00:00,14188.062406
2024-01-02 01:00:00+00:00,2941.018082
2024-01-02 01:00:00+00:00,7058.149121
2024-01-02 01:00:00+00:00,1329.842468
2024-01-02 02:00:00+00:00,10812.566184
2024-01-02 02:00:00+00:00,1798.176485
2024-01-02 02:00:00+00:00,6217.11982
2024-01-02 02:00:00+00:00,1313.238258
2024-01-02 02:00:00+00:00,14132.31953
2024-01-02 02:00:00+00:00,2870.031994
2024-01-02 02:00:00+00:00,6891.751341
2024-01-02 02:00:00+00:00,1322.640072
2024-01-02 03:00:00+00:00,10760.421199
2024-01-02 03:00:00+00:00,1840.918102
2024-01-02 03:00:00+00:00,6209.978338
2024-01-02 03:00:00+00:00,1294.32845
2024-01-02 03:00:00+00:00,14258.444718
2024-01-02 03:00:00+00:00,2816.562307
2024-01-02 03:00:00+00:00,6828.460307
2024-01-02 03:00:00+00:00,1332.849899
2024-01-02 04:00:00+00:00,10866.231602
2024-01-02 04:00:00+00:00,1870.760842
2024-01-02 04:00:00+00:00,6138.48145
2024-01-02 04:00:00+00:00,1288.469943
2024-01-02 04:00:00+00:00,14438.930593
2024-01-02 04:00:00+00:00,2795.963936
2024-01-02 04:00:00+00:00,6834.447549
2024-01-02 04:00:00+00:00,1338.952717
2024-01-02 05:00:00+00:00,11170.620638
2024-01-02 05:00:00+00:00,1900.63221
2024-01-02 05:00:00+00:00,6149.670229
2024-01-02 05:00:00+00:00,1311.707352
2024-01-02 05:00:00+00:00,14882.01996
2024-01-02 05:00:00+00:00,2804.339976
2024-01-02 05:00:00+00:00,6977.682905
2024-01-02 05:00:00+00:00,1361.613313
2024-01-02 06:00:00+00:00,11743.526296
2024-01-02 06:00:00+00:00,2054.217312
2024-01-02 06:00:00+00:00,6240.953038
2024-01-02 06:00:00+00:00,1364.419033
2024-01-02 06:00:00+00:00,15769.705363
2024-01-02 06:00:00+00:00,2935.17367
2024-01-02 06:00:00+00:00,7350.217744
2024-01-02 06:00:00+00:00,1402.802065
2024-01-02 07:00:00+00:00,12498.121481
2024-01-02 07:00:00+00:00,2162.586074
2024-01-02 07:00:00+00:00,6349.586327
2024-01-02 07:00:00+00:00,1444.522668
2024-01-02 07:00:00+00:00,16793.636345
2024-01-02 07:00:00+00:00,3078.029391
2024-01-02 07:00:00+00:00,7865.648756
2024-01-02 07:00:00+00:00,1472.874883
2024-01-02 08:00:00+00:00,12940.494001
2024-01-02 08:00:00+00:00,2288.027313
2024-01-02 08:00:00+00:00,6440.75131
2024-01-02 08:00:00+00:00,1497.042641
2024-01-02 08:00:00+00:00,17377.103393
2024-01-02 08:00:00+00:00,3122.736838
2024-01-02 08:00:00+00:00,8253.258369
2024-01-02 08:00:00+00:00,1531.118793
2024-01-02 09:00:00+00:00,13198.529429
2024-01-02 09:00:00+00:00,2261.652631
2024-01-02 09:00:00+00:00,6307.749942
2024-01-02 09:00:00+00:00,1485.500163
2024-01-02 09:00:00+00:00,17359.147433
2024-01-02 09:00:00+00:00,3188.088065
2024-01-02 09:00:00+00:00,8467.072291
2024-01-02 09:00:00+00:00,1532.965616
2024-01-02 10:00:00+00:00,13390.773108
2024-01-02 10:00:00+00:00,2184.690195
2024-01-02 10:00:00+00:00,6547.152865
2024-01-02 10:00:00+00:00,1551.763966
2024-01-02 10:00:00+00:00,17091.18977
2024-01-02 10:00:00+00:00,3272.256255
2024-01-02 10:00:00+00:00,8527.049525
2024-01-02 10:00:00+00:00,1543.942763
2024-01-02 11:00:00+00:00,13452.064469
2024-01-02 11:00:00+00:00,2052.037083
2024-01-02 11:00:00+00:00,6497.364684
2024-01-02 11:00:00+00:00,1519.122358
2024-01-02 11:00:00+00:00,16333.291471
2024-01-02 11:00:00+00:00,3350.850907
2024-01-02 11:00:00+00:00,8531.661135
2024-01-02 11:00:00+00:00,1528.573876
2024-01-02 12:00:00+00:00,13448.305683
2024-01-02 12:00:00+00:00,1914.868319
2024-01-02 12:00:00+00:00,6511.608859
2024-01-02 12:00:00+00:00,1460.567672
2024-01-02 12:00:00+00:00,15376.62525
2024-01-02 12:00:00+00:00,3388.379735
2024-01-02 12:00:00+00:00,8481.838341
2024-01-02 12:00:00+00:00,1512.775096
2024-01-02 13:00:00+00:00,13315.754859
2024-01-02 13:00:00+00:00,1797.74098
2024-01-02 13:00:00+00:00,6543.949177
2024-01-02 13:00:00+00:00,1416.662916
2024-01-02 13:00:00+00:00,14761.583564
2024-01-02 13:00:00+00:00,3427.951189
2024-01-02 13:00:00+00:00,8509.964395
2024-01-02 13:00:00+00:00,1510.925995
2024-01-02 14:00:00+00:00,13252.83431
2024-01-02 14:00:00+00:00,1680.686126
2024-01-02 14:00:00+00:00,6577.970889
2024-01-02 14:00:00+00:00,1390.960546
2024-01-02 14:00:00+00:00,14969.985311
2024-01-02 14:00:00+00:00,3449.896447
2024-01-02 14:00:00+00:00,8525.792843
2024-01-02 14:00:00+00:00,1501.600705
2024-01-02 15:00:00+00:00,13094.924649
2024-01-02 15:00:00+00:00,1676.857325
2024-01-02 15:00:00+00:00,6576.213727
2024-01-02 15:00:00+00:00,1383.026272
2024-01-02 15:00:00+00:00,15178.544116
2024-01-02 15:00:00+00:00,3453.599226
2024-01-02 15:00:00+00:00,8524.366877
2024-01-02 15:00:00+00:00,1485.455965
2024-01-02 16:00:00+00:00,13082.362836
2024-01-02 16:00:00+00:00,1663.150477
2024-01-02 16:00:00+00:00,6581.796886
2024-01-02 16:00:00+00:00,1375.008362
2024-01-02 16:00:00+00:00,15396.986191
2024-01-02 16:00:00+00:00,3464.832947
2024-01-02 16:00:00+00:00,8532.280111
2024-01-02 16:00:00+00:00,1487.193055
2024-01-02 17:00:00+00:00,13101.696765
2024-01-02 17:00:00+00:00,1732.779365
2024-01-02 17:00:00+00:00,6584.540684
2024-01-02 17:00:00+00:00,1396.02405
2024-01-02 17:00:00+00:00,15719.601956
2024-01-02 17:00:00+00:00,3543.250666
2024-01-02 17:00:00+00:00,8649.303041
2024-01-02 17:00:00+00:00,1492.814684
2024-01-02 18:00:00+00:00,13539.684104
2024-01-02 18:00:00+00:00,1860.868814
2024-01-02 18:00:00+00:00,6470.38787
2024-01-02 18:00:00+00:00,1416.058902
2024-01-02 18:00:00+00:00,16359.189346
2024-01-02 18:00:00+00:00,3586.511195
2024-01-02 18:00:00+00:00,8934.150094
2024-01-02 18:00:00+00:00,1525.954683
2024-01-02 19:00:00+00:00,13621.865442
2024-01-02 19:00:00+00:00,1895.979489
2024-01-02 19:00:00+00:00,6376.386374
2024-01-02 19:00:00+00:00,1433.337082
2024-01-02 19:00:00+00:00,16520.935476
2024-01-02 19:00:00+00:00,3745.087638
2024-01-02 19:00:00+00:00,9059.961024
2024-01-02 19:00:00+00:00,1542.10394
2024-01-02 20:00:00+00:00,13471.646455
2024-01-02 20:00:00+00:00,1863.844256
2024-01-02 20:00:00+00:00,6481.620357
2024-01-02 20:00:00+00:00,1425.966056
2024-01-02 20:00:00+00:00,16299.1267
2024-01-02 20:00:00+00:00,3723.153112
2024-01-02 20:00:00+00:00,8941.498612
2024-01-02 20:00:00+00:00,1549.36166
2024-01-02 21:00:00+00:00,13175.862413
2024-01-02 21:00:00+00:00,1854.325294
2024-01-02 21:00:00+00:00,6238.623686
2024-01-02 21:00:00+00:00,1312.026207
2024-01-02 21:00:00+00:00,15911.686447
2024-01-02 21:00:00+00:00,3650.478836
2024-01-02 21:00:00+00:00,8732.781793
2024-01-02 21:00:00+00:00,1537.937434
2024-01-02 22:00:00+00:00,12822.872732
2024-01-02 22:00:00+00:00,1854.165056
2024-01-02 22:00:00+00:00,6153.273511
2024-01-02 22:00:00+00:00,1293.954206
2024-01-02 22:00:00+00:00,15408.078002
2024-01-02 22:00:00+00:00,3496.345026
2024-01-02 22:00:00+00:00,8443.197403
2024-01-02 22:00:00+00:00,1484.370554
2024-01-02 23:00:00+00:00,12347.50363
2024-01-02 23:00:00+00:00,1773.166722
2024-01-02 23:00:00+00:00,6160.175658
2024-01-02 23:00:00+00:00,1266.6504
2024-01-02 23:00:00+00:00,14562.989246
2024-01-02 23:00:00+00:00,3331.567409
2024-01-02 23:00:00+00:00,8023.315449
2024-01-02 23:00:00+00:00,1429.335658
2024-01-03 00:00:00+00:00,11909.314655
2024-01-03 00:00:00+00:00,1675.456428
2024-01-03 00:00:00+00:00,6065.864959
2024-01-03 00:00:00+00:00,1153.051117
2024-01-03 00:00:00+00:00,13694.590454
2024-01-03 00:00:00+00:00,3198.658824
2024-01-03 00:00:00+00:00,7585.567382
2024-01-03 00:00:00+00:00,1364.36156
2024-01-03 01:00:00+00:00,11634.185261
2024-01-03 01:00:00+00:00,1632.183752
2024-01-03 01:00:00+00:00,6090.888496
2024-01-03 01:00:00+00:00,1176.78099
2024-01-03 01:00:00+00:00,13121.704235
2024-01-03 01:00:00+00:00,3104.374398
2024-01-03 01:00:00+00:00,7265.685205
2024-01-03 01:00:00+00:00,1299.860023
2024-01-03 02:00:00+00:00,11418.284209
2024-01-03 02:00:00+00:00,1626.731944
2024-01-03 02:00:00+00:00,6052.948032
2024-01-03 02:00:00+00:00,1223.619606
2024-01-03 02:00:00+00:00,12734.445706
2024-01-03 02:00:00+00:00,2984.922345
2024-01-03 02:00:00+00:00,7108.658887
2024-01-03 02:00:00+00:00,1281.335014
2024-01-03 03:00:00+00:00,11347.977885
2024-01-03 03:00:00+00:00,1622.395083
2024-01-03 03:00:00+00:00,6148.151899
2024-01-03 03:00:00+00:00,1198.109508
2024-01-03 03:00:00+00:00,12717.95601
2024-01-03 03:00:00+00:00,2865.629344
2024-01-03 03:00:00+00:00,7054.929196
2024-01-03 03:00:00+00:00,1275.051024
2024-01-03 04:00:00+00:00,11361.374702
2024-01-03 04:00:00+00:00,1633.065578
2024-01-03 04:00:00+00:00,6254.290816
2024-01-03 04:00:00+00:00,1185.01226
2024-01-03 04:00:00+00:00,12735.296901
2024-01-03 04:00:00+00:00,2879.460007
2024-01-03 04:00:00+00:00,7091.585886
2024-01-03 04:00:00+00:00,1278.369496
2024-01-03 05:00:00+00:00,11553.798032
2024-01-03 05:00:00+00:00,1671.64041
2024-01-03 05:00:00+00:00,6259.938822
2024-01-03 05:00:00+00:00,1229.312078
2024-01-03 05:00:00+00:00,13071.450505
2024-01-03 05:00:00+00:00,2888.784053
2024-01-03 05:00:00+00:00,7266.891898
2024-01-03 05:00:00+00:00,1297.745382
2024-01-03 06:00:00+00:00,12080.322358
2024-01-03 06:00:00+00:00,1769.614902
2024-01-03 06:00:00+00:00,6355.295652
2024-01-03 06:00:00+00:00,1275.391119
2024-01-03 06:00:00+00:00,13778.166781
2024-01-03 06:00:00+00:00,3009.551758
2024-01-03 06:00:00+00:00,7686.365189
2024-01-03 06:00:00+00:00,1341.14517
2024-01-03 07:00:00+00:00,12754.396572
2024-01-03 07:00:00+00:00,1891.889338
2024-01-03 07:00:00+00:00,6307.717713
2024-01-03 07:00:00+00:00,1344.048392
2024-01-03 07:00:00+00:00,14685.968269
2024-01-03 07:00:00+00:00,3252.080379
2024-01-03 07:00:00+00:00,8273.367818
2024-01-03 07:00:00+00:00,1408.362728
2024-01-03 08:00:00+00:00,13196.846625
2024-01-03 08:00:00+00:00,1939.153712
2024-01-03 08:00:00+00:00,6326.33649
2024-01-03 08:00:00+00:00,1388.46513
2024-01-03 08:00:00+00:00,15344.21061
2024-01-03 08:00:00+00:00,3383.34844
2024-01-03 08:00:00+00:00,8606.260778
2024-01-03 08:00:00+00:00,1447.2336
2024-01-03 09:00:00+00:00,13368.720091
2024-01-03 09:00:00+00:00,1977.26815
2024-01-03 09:00:00+00:00,6327.030622
2024-01-03 09:00:00+00:00,1366.319634
2024-01-03 09:00:00+00:00,15547.076552
2024-01-03 09:00:00+00:00,3391.392632
2024-01-03 09:00:00+00:00,8695.090853
2024-01-03 09:00:00+00:00,1433.152251
2024-01-03 10:00:00+00:00,13487.657662
2024-01-03 10:00:00+00:00,1959.163916
2024-01-03 10:00:00+00:00,6464.194117
2024-01-03 10:00:00+00:00,1435.921905
2024-01-03 10:00:00+00:00,15516.217446
2024-01-03 10:00:00+00:00,3454.453595
2024-01-03 10:00:00+00:00,8666.355822
2024-01-03 10:00:00+00:00,1424.250534
2024-01-03 11:00:00+00:00,13361.116012
2024-01-03 11:00:00+00:00,1895.865269
2024-01-03 11:00:00+00:00,6466.084695
2024-01-03 11:00:00+00:00,1403.149325
2024-01-03 11:00:00+00:00,15269.33874
2024-01-03 11:00:00+00:00,3406.175212
2024-01-03 11:00:00+00:00,8621.336499
2024-01-03 11:00:00+00:00,1421.907392
2024-01-03 12:00:00+00:00,13007.467265
2024-01-03 12:00:00+00:00,1832.99844
2024-01-03 12:00:00+00:00,6450.53
2024-01-03 12:00:00+00:00,1354.723814
2024-01-03 12:00:00+00:00,14669.02732
2024-01-03 12:00:00+00:00,3397.787703
2024-01-03 12:00:00+00:00,8557.265389
2024-01-03 12:00:00+00:00,1392.784777
2024-01-03 13:00:00+00:00,12718.420926
2024-01-03 13:00:00+00:00,1766.819013
2024-01-03 13:00:00+00:00,6433.493403
2024-01-03 13:00:00+00:00,1319.956686
2024-01-03 13:00:00+00:00,14084.50983
2024-01-03 13:00:00+00:00,3337.874432
2024-01-03 13:00:00+00:00,8570.519834
2024-01-03 13:00:00+00:00,1383.986329
2024-01-03 14:00:00+00:00,12563.267661
2024-01-03 14:00:00+00:00,1692.864509
2024-01-03 14:00:00+00:00,6368.982599
2024-01-03 14:00:00+00:00,1289.609458
2024-01-03 14:00:00+00:00,13460.33065
2024-01-03 14:00:00+00:00,3359.357234
2024-01-03 14:00:00+00:00,8481.322137
2024-01-03 14:00:00+00:00,1337.862674
2024-01-03 15:00:00+00:00,12407.942685
2024-01-03 15:00:00+00:00,1608.588386
2024-01-03 15:00:00+00:00,6276.890624
2024-01-03 15:00:00+00:00,1252.639878
2024-01-03 15:00:00+00:00,12969.273167
2024-01-03 15:00:00+00:00,3337.74328
2024-01-03 15:00:00+00:00,8363.888169
2024-01-03 15:00:00+00:00,1277.210878
2024-01-03 16:00:00+00:00,12276.713469
2024-01-03 16:00:00+00:00,1565.986536
2024-01-03 16:00:00+00:00,6259.851089
2024-01-03 16:00:00+00:00,1232.063074
2024-01-03 16:00:00+00:00,12734.805534
2024-01-03 16:00:00+00:00,3409.092927
2024-01-03 16:00:00+00:00,8308.076763
2024-01-03 16:00:00+00:00,1259.148631
2024-01-03 17:00:00+00:00,12281.992133
2024-01-03 17:00:00+00:00,1592.18749
2024-01-03 17:00:00+00:00,6294.03081
2024-01-03 17:00:00+00:00,1246.641045
2024-01-03 17:00:00+00:00,12897.136258
2024-01-03 17:00:00+00:00,3459.239265
2024-01-03 17:00:00+00:00,8373.589943
2024-01-03 17:00:00+00:00,1269.161781
2024-01-03 18:00:00+00:00,12700.769595
2024-01-03 18:00:00+00:00,1716.967611
2024-01-03 18:00:00+00:00,6328.130852
2024-01-03 18:00:00+00:00,1292.518389
2024-01-03 18:00:00+00:00,13709.63194
2024-01-03 18:00:00+00:00,3521.43975
2024-01-03 18:00:00+00:00,8672.885868
2024-01-03 18:00:00+00:00,1302.587484
2024-01-03 19:00:00+00:00,13036.052969
2024-01-03 19:00:00+00:00,1843.630094
2024-01-03 19:00:00+00:00,6377.857564
2024-01-03 19:00:00+00:00,1344.168686
2024-01-03 19:00:00+00:00,14434.859092
2024-01-03 19:00:00+00:00,3689.969833
2024-01-03 19:00:00+00:00,8985.593137
2024-01-03 19:00:00+00:00,1368.164956
2024-01-03 20:00:00+00:00,13035.143555
2024-01-03 20:00:00+00:00,1852.873306
2024-01-03 20:00:00+00:00,6355.511781
2024-01-03 20:00:00+00:00,1353.729572
2024-01-03 20:00:00+00:00,14496.07008
2024-01-03 20:00:00+00:00,3675.151133
2024-01-03 20:00:00+00:00,8877.862786
2024-01-03 20:00:00+00:00,1389.80611
2024-01-03 21:00:00+00:00,12968.886948
2024-01-03 21:00:00+00:00,1899.062032
2024-01-03 21:00:00+00:00,6300.272434
2024-01-03 21:00:00+00:00,1359.911817
2024-01-03 21:00:00+00:00,14374.738727
2024-01-03 21:00:00+00:00,3705.251337
2024-01-03 21:00:00+00:00,8701.667828
2024-01-03 21:00:00+00:00,1376.86224
2024-01-03 22:00:00+00:00,12704.773989
2024-01-03 22:00:00+00:00,1881.430728
2024-01-03 22:00:00+00:00,6305.252587
2024-01-03 22:00:00+00:00,1349.568565
2024-01-03 22:00:00+00:00,14145.437256
2024-01-03 22:00:00+00:00,3678.28279
2024-01-03 22:00:00+00:00,8348.371897
2024-01-03 22:00:00+00:00,1366.83809
2024-01-03 23:00:00+00:00,12241.835257
2024-01-03 23:00:00+00:00,1814.790277
2024-01-03 23:00:00+00:00,6251.404083
2024-01-03 23:00:00+00:00,1314.761082
2024-01-03 23:00:00+00:00,13590.056693
2024-01-03 23:00:00+00:00,3583.674501
2024-01-03 23:00:00+00:00,7938.402877
2024-01-03 23:00:00+00:00,1339.915677
2024-01-04 00:00:00+00:00,11858.65172
2024-01-04 00:00:00+00:00,1748.438126
2024-01-04 00:00:00+00:00,6222.056892
2024-01-04 00:00:00+00:00,1282.202704
2024-01-04 00:00:00+00:00,13137.459955
2024-01-04 00:00:00+00:00,3364.469283
2024-01-04 00:00:00+00:00,7573.295058
2024-01-04 00:00:00+00:00,1316.680869
2024-01-04 01:00:00+00:00,11566.605296
2024-01-04 01:00:00+00:00,1683.499871
2024-01-04 01:00:00+00:00,6238.318194
2024-01-04 01:00:00+00:00,1268.739889
2024-01-04 01:00:00+00:00,12806.928043
2024-01-04 01:00:00+00:00,3324.801427
2024-01-04 01:00:00+00:00,7325.281519
2024-01-04 01:00:00+00:00,1269.199555
2024-01-04 02:00:00+00:00,11411.728806
2024-01-04 02:00:00+00:00,1734.366803
2024-01-04 02:00:00+00:00,6173.934365
2024-01-04 02:00:00+00:00,1278.628821
2024-01-04 02:00:00+00:00,12711.924576
2024-01-04 02:00:00+00:00,3244.030034
2024-01-04 02:00:00+00:00,7245.534133
2024-01-04 02:00:00+00:00,1261.610395
2024-01-04 03:00:00+00:00,11428.466859
2024-01-04 03:00:00+00:00,1784.71389
2024-01-04 03:00:00+00:00,6186.591828
2024-01-04 03:00:00+00:00,1284.533319
2024-01-04 03:00:00+00:00,12820.24824
2024-01-04 03:00:00+00:00,3176.850239
2024-01-04 03:00:00+00:00,7208.504213
